Unnamed: 0,satellite,annotation,image,mask1,num_fire_pixels,category,set,fold
6916,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00114.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00114.tif,1386,landsat_fire,train,1
6917,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00161.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00161.tif,0,landsat_no-fire,train,1
6918,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00706.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00706.tif,0,landsat_no-fire,train,1
6919,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00763.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00763.tif,0,landsat_no-fire,train,1
6920,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00328.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00328.tif,0,landsat_no-fire,train,1
6921,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00675.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00675.tif,0,landsat_no-fire,train,1
6922,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00103.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00103.tif,0,landsat_no-fire,train,1
6923,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00665.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00665.tif,0,landsat_no-fire,train,1
6924,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00763.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00763.tif,0,landsat_no-fire,train,1
6925,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00160.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00160.tif,0,landsat_no-fire,train,1
6926,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00431.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00431.tif,0,landsat_no-fire,train,1
6927,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00365.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00365.tif,0,landsat_no-fire,train,1
6928,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00800.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00800.tif,0,landsat_no-fire,train,1
6929,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00448.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00448.tif,98,landsat_fire,train,1
6930,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00074.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00074.tif,0,landsat_no-fire,train,1
6931,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00960.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00960.tif,0,landsat_no-fire,train,1
6932,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00089.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00089.tif,0,landsat_no-fire,train,1
6933,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00728.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00728.tif,0,landsat_no-fire,train,1
6934,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00610.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00610.tif,0,landsat_no-fire,train,1
6935,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00820.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00820.tif,0,landsat_no-fire,train,1
6936,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00196.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00196.tif,0,landsat_no-fire,train,1
6937,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00257.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00257.tif,0,landsat_no-fire,train,1
6938,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00722.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00722.tif,0,landsat_no-fire,train,1
6939,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00619.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00619.tif,0,landsat_no-fire,train,1
6940,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00755.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00755.tif,0,landsat_no-fire,train,1
6941,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p01018.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p01018.tif,0,landsat_no-fire,train,1
6942,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00689.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00689.tif,0,landsat_no-fire,train,1
6943,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00969.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00969.tif,0,landsat_no-fire,train,1
6944,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00709.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00709.tif,0,landsat_no-fire,train,1
6945,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00582.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00582.tif,0,landsat_no-fire,train,1
6946,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p01129.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p01129.tif,0,landsat_no-fire,train,1
6947,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00307.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00307.tif,0,landsat_no-fire,train,1
6948,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00393.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00393.tif,0,landsat_no-fire,train,1
6949,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00266.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00266.tif,0,landsat_no-fire,train,1
6950,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00412.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00412.tif,0,landsat_no-fire,train,1
6951,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00553.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00553.tif,0,landsat_no-fire,train,1
6952,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00854.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00854.tif,0,landsat_no-fire,train,1
6953,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00432.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00432.tif,0,landsat_no-fire,train,1
6954,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00845.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00845.tif,0,landsat_no-fire,train,1
6955,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00233.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00233.tif,0,landsat_no-fire,train,1
6956,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00807.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00807.tif,0,landsat_no-fire,train,1
6957,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00369.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00369.tif,0,landsat_no-fire,train,1
6958,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00380.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00380.tif,0,landsat_no-fire,train,1
6959,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00461.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00461.tif,0,landsat_no-fire,train,1
6960,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00831.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00831.tif,0,landsat_no-fire,train,1
6961,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00084.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00084.tif,0,landsat_no-fire,train,1
6962,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00387.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00387.tif,0,landsat_no-fire,train,1
6963,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00548.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00548.tif,0,landsat_no-fire,train,1
6964,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00219.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00219.tif,0,landsat_no-fire,train,1
6965,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00844.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00844.tif,0,landsat_no-fire,train,1
6966,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00814.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00814.tif,0,landsat_no-fire,train,1
6967,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00304.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00304.tif,0,landsat_no-fire,train,1
6968,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00335.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00335.tif,0,landsat_no-fire,train,1
6969,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00205.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00205.tif,0,landsat_no-fire,train,1
6970,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00323.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00323.tif,0,landsat_no-fire,train,1
6971,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00219.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00219.tif,0,landsat_no-fire,train,1
6972,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00668.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00668.tif,0,landsat_no-fire,train,1
6973,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00882.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00882.tif,0,landsat_no-fire,train,1
6974,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00378.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00378.tif,0,landsat_no-fire,train,1
6975,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00481.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00481.tif,0,landsat_no-fire,train,1
6976,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00225.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00225.tif,0,landsat_no-fire,train,1
6977,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00548.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00548.tif,0,landsat_no-fire,train,1
6978,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00764.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00764.tif,0,landsat_no-fire,train,1
6979,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00323.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00323.tif,0,landsat_no-fire,train,1
6980,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00487.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00487.tif,0,landsat_no-fire,train,1
6981,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00139.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00139.tif,0,landsat_no-fire,train,1
6982,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00677.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00677.tif,0,landsat_no-fire,train,1
6983,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00326.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00326.tif,0,landsat_no-fire,train,1
6984,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00302.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00302.tif,0,landsat_no-fire,train,1
6985,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00110.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00110.tif,0,landsat_no-fire,train,1
6986,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00570.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00570.tif,0,landsat_no-fire,train,1
6987,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00198.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00198.tif,0,landsat_no-fire,train,1
6988,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00849.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00849.tif,0,landsat_no-fire,train,1
6989,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00555.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00555.tif,0,landsat_no-fire,train,1
6990,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00366.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00366.tif,0,landsat_no-fire,train,1
6991,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00501.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00501.tif,0,landsat_no-fire,train,1
6992,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00638.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00638.tif,0,landsat_no-fire,train,1
6993,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00144.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00144.tif,0,landsat_no-fire,train,1
6994,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00784.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00784.tif,0,landsat_no-fire,train,1
6995,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00220.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00220.tif,0,landsat_no-fire,train,1
6996,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00377.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00377.tif,0,landsat_no-fire,train,1
6997,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00617.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00617.tif,0,landsat_no-fire,train,1
6998,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00331.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00331.tif,0,landsat_no-fire,train,1
6999,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00212.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00212.tif,0,landsat_no-fire,train,1
7000,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00287.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00287.tif,0,landsat_no-fire,train,1
7001,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00365.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00365.tif,0,landsat_no-fire,train,1
7002,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00647.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00647.tif,0,landsat_no-fire,train,1
7003,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00484.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00484.tif,0,landsat_no-fire,train,1
7004,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00448.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00448.tif,0,landsat_no-fire,train,1
7005,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00380.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00380.tif,0,landsat_no-fire,train,1
7006,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00389.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00389.tif,0,landsat_no-fire,train,1
7007,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00249.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00249.tif,0,landsat_no-fire,train,1
7008,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00828.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00828.tif,0,landsat_no-fire,train,1
7009,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00481.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00481.tif,0,landsat_no-fire,train,1
7010,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00314.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00314.tif,0,landsat_no-fire,train,1
7011,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00056.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00056.tif,0,landsat_no-fire,train,1
7012,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00453.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00453.tif,0,landsat_no-fire,train,1
7013,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00116.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00116.tif,0,landsat_no-fire,train,1
7014,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00880.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00880.tif,0,landsat_no-fire,train,1
7015,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00707.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00707.tif,0,landsat_no-fire,train,1
7016,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00491.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00491.tif,0,landsat_no-fire,train,1
7017,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00843.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00843.tif,0,landsat_no-fire,train,1
7018,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00468.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00468.tif,0,landsat_no-fire,train,1
7019,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00719.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00719.tif,0,landsat_no-fire,train,1
7020,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00108.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00108.tif,0,landsat_no-fire,train,1
7021,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00824.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00824.tif,0,landsat_no-fire,train,1
7022,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00102.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00102.tif,0,landsat_no-fire,train,1
7023,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00920.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00920.tif,0,landsat_no-fire,train,1
7024,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00704.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00704.tif,0,landsat_no-fire,train,1
7025,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00550.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00550.tif,0,landsat_no-fire,train,1
7026,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00416.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00416.tif,0,landsat_no-fire,train,1
7027,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00880.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00880.tif,0,landsat_no-fire,train,1
7028,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00321.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00321.tif,0,landsat_no-fire,train,1
7029,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00282.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00282.tif,0,landsat_no-fire,train,1
7030,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00051.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00051.tif,0,landsat_no-fire,train,1
7031,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00491.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00491.tif,0,landsat_no-fire,train,1
7032,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00305.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00305.tif,0,landsat_no-fire,train,1
7033,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00629.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00629.tif,0,landsat_no-fire,train,1
7034,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00800.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00800.tif,0,landsat_no-fire,train,1
7035,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00682.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00682.tif,0,landsat_no-fire,train,1
7036,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00260.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00260.tif,0,landsat_no-fire,train,1
7037,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00800.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00800.tif,0,landsat_no-fire,train,1
7038,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00261.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00261.tif,0,landsat_no-fire,train,1
7039,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00548.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00548.tif,0,landsat_no-fire,train,1
7040,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00780.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00780.tif,0,landsat_no-fire,train,1
7041,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00788.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00788.tif,0,landsat_no-fire,train,1
7042,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00537.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00537.tif,0,landsat_no-fire,train,1
7043,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00392.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00392.tif,0,landsat_no-fire,train,1
7044,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p01004.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p01004.tif,0,landsat_no-fire,train,1
7045,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00387.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00387.tif,0,landsat_no-fire,train,1
7046,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00814.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00814.tif,0,landsat_no-fire,train,1
7047,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00553.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00553.tif,0,landsat_no-fire,train,1
