,satellite,annotation,image,mask1,num_fire_pixels,category,set,fold
77,sentinel,manual,T21WXU_20200825T153911_20m_stack_s256_p00064.tif,T21WXU_20200825T153911_20m_stack_maskf_s256_p00064.tif,0,sentinel_no-fire,train,1
78,sentinel,manual,T37TEN_20200808T081609_20m_stack_s256_p00160.tif,T37TEN_20200808T081609_20m_stack_maskf_s256_p00160.tif,0,sentinel_no-fire,train,1
79,sentinel,manual,T12TUQ_20200813T181931_20m_stack_s256_p00171.tif,T12TUQ_20200813T181931_20m_stack_maskf_s256_p00171.tif,0,sentinel_no-fire,train,1
80,sentinel,manual,T21LVK_20200802T141051_20m_stack_s256_p00333.tif,T21LVK_20200802T141051_20m_stack_maskf_s256_p00333.tif,0,sentinel_no-fire,train,1
81,sentinel,manual,T47RPJ_20200827T034539_20m_stack_s256_p00234.tif,T47RPJ_20200827T034539_20m_stack_maskf_s256_p00234.tif,0,sentinel_no-fire,train,1
82,sentinel,manual,T43TGH_20200825T053651_20m_stack_s256_p00030.tif,T43TGH_20200825T053651_20m_stack_maskf_s256_p00030.tif,0,sentinel_no-fire,train,1
83,sentinel,manual,T20JQR_20200827T141049_20m_stack_s256_p00116.tif,T20JQR_20200827T141049_20m_stack_maskf_s256_p00116.tif,0,sentinel_no-fire,train,1
84,sentinel,manual,T36LWL_20200821T073621_20m_stack_s256_p00147.tif,T36LWL_20200821T073621_20m_stack_maskf_s256_p00147.tif,0,sentinel_no-fire,train,1
85,sentinel,manual,T19FDA_20200827T141049_20m_stack_s256_p00095.tif,T19FDA_20200827T141049_20m_stack_maskf_s256_p00095.tif,0,sentinel_no-fire,train,1
86,sentinel,manual,T35ULR_20200821T092031_20m_stack_s256_p00138.tif,T35ULR_20200821T092031_20m_stack_maskf_s256_p00138.tif,0,sentinel_no-fire,train,1
87,sentinel,manual,T35ULR_20200821T092031_20m_stack_s256_p00043.tif,T35ULR_20200821T092031_20m_stack_maskf_s256_p00043.tif,0,sentinel_no-fire,train,1
88,sentinel,manual,T38SPA_20200823T072619_20m_stack_s256_p00423.tif,T38SPA_20200823T072619_20m_stack_maskf_s256_p00423.tif,0,sentinel_no-fire,train,1
89,sentinel,manual,T52WES_20200812T025549_20m_stack_s256_p00109.tif,T52WES_20200812T025549_20m_stack_maskf_s256_p00109.tif,0,sentinel_no-fire,train,1
90,sentinel,manual,T30PYB_20200827T102559_20m_stack_s256_p00294.tif,T30PYB_20200827T102559_20m_stack_maskf_s256_p00294.tif,0,sentinel_no-fire,train,1
91,sentinel,manual,T37TEN_20200808T081609_20m_stack_s256_p00112.tif,T37TEN_20200808T081609_20m_stack_maskf_s256_p00112.tif,0,sentinel_no-fire,train,1
92,sentinel,manual,T20JQR_20200827T141049_20m_stack_s256_p00227.tif,T20JQR_20200827T141049_20m_stack_maskf_s256_p00227.tif,0,sentinel_no-fire,train,1
93,sentinel,manual,T50TLK_20200810T030551_20m_stack_s256_p00273.tif,T50TLK_20200810T030551_20m_stack_maskf_s256_p00273.tif,0,sentinel_no-fire,train,1
94,sentinel,manual,T30SUG_20200821T105631_20m_stack_s256_p00378.tif,T30SUG_20200821T105631_20m_stack_maskf_s256_p00378.tif,0,sentinel_no-fire,train,1
95,sentinel,manual,T12TUQ_20200813T181931_20m_stack_s256_p00084.tif,T12TUQ_20200813T181931_20m_stack_maskf_s256_p00084.tif,0,sentinel_no-fire,train,1
96,sentinel,manual,T30SUG_20200821T105631_20m_stack_s256_p00297.tif,T30SUG_20200821T105631_20m_stack_maskf_s256_p00297.tif,97,sentinel_fire,train,1
97,sentinel,manual,T35ULR_20200821T092031_20m_stack_s256_p00109.tif,T35ULR_20200821T092031_20m_stack_maskf_s256_p00109.tif,0,sentinel_no-fire,train,1
98,sentinel,manual,T37MCM_20200823T072619_20m_stack_s256_p00369.tif,T37MCM_20200823T072619_20m_stack_maskf_s256_p00369.tif,0,sentinel_no-fire,train,1
99,sentinel,manual,T47RPJ_20200827T034539_20m_stack_s256_p00039.tif,T47RPJ_20200827T034539_20m_stack_maskf_s256_p00039.tif,0,sentinel_no-fire,train,1
100,sentinel,manual,T39TWN_20200823T072619_20m_stack_s256_p00057.tif,T39TWN_20200823T072619_20m_stack_maskf_s256_p00057.tif,0,sentinel_no-fire,train,1
101,sentinel,manual,T49WFM_20200825T035541_20m_stack_s256_p00247.tif,T49WFM_20200825T035541_20m_stack_maskf_s256_p00247.tif,0,sentinel_no-fire,train,1
102,sentinel,manual,T37MCM_20200823T072619_20m_stack_s256_p00426.tif,T37MCM_20200823T072619_20m_stack_maskf_s256_p00426.tif,0,sentinel_no-fire,train,1
103,sentinel,manual,T12TUQ_20200813T181931_20m_stack_s256_p00099.tif,T12TUQ_20200813T181931_20m_stack_maskf_s256_p00099.tif,0,sentinel_no-fire,train,1
104,sentinel,manual,T43VED_20200812T061639_20m_stack_s256_p00039.tif,T43VED_20200812T061639_20m_stack_maskf_s256_p00039.tif,0,sentinel_no-fire,train,1
105,sentinel,manual,T39UXT_20200823T072619_20m_stack_s256_p00377.tif,T39UXT_20200823T072619_20m_stack_maskf_s256_p00377.tif,0,sentinel_no-fire,train,1
106,sentinel,manual,T39TWN_20200823T072619_20m_stack_s256_p00070.tif,T39TWN_20200823T072619_20m_stack_maskf_s256_p00070.tif,0,sentinel_no-fire,train,1
107,sentinel,manual,T43TGH_20200825T053651_20m_stack_s256_p00040.tif,T43TGH_20200825T053651_20m_stack_maskf_s256_p00040.tif,0,sentinel_no-fire,train,1
108,sentinel,manual,T39TWN_20200823T072619_20m_stack_s256_p00198.tif,T39TWN_20200823T072619_20m_stack_maskf_s256_p00198.tif,0,sentinel_no-fire,train,1
109,sentinel,manual,T30UYC_20200821T105631_20m_stack_s256_p00128.tif,T30UYC_20200821T105631_20m_stack_maskf_s256_p00128.tif,0,sentinel_no-fire,train,1
110,sentinel,manual,T20JQR_20200827T141049_20m_stack_s256_p00342.tif,T20JQR_20200827T141049_20m_stack_maskf_s256_p00342.tif,0,sentinel_no-fire,train,1
111,sentinel,manual,T20JQR_20200827T141049_20m_stack_s256_p00372.tif,T20JQR_20200827T141049_20m_stack_maskf_s256_p00372.tif,0,sentinel_no-fire,train,1
112,sentinel,manual,T39UXT_20200823T072619_20m_stack_s256_p00202.tif,T39UXT_20200823T072619_20m_stack_maskf_s256_p00202.tif,0,sentinel_no-fire,train,1
113,sentinel,manual,T12TUQ_20200813T181931_20m_stack_s256_p00259.tif,T12TUQ_20200813T181931_20m_stack_maskf_s256_p00259.tif,0,sentinel_no-fire,train,1
114,sentinel,manual,T52WES_20200812T025549_20m_stack_s256_p00172.tif,T52WES_20200812T025549_20m_stack_maskf_s256_p00172.tif,0,sentinel_no-fire,train,1
115,sentinel,manual,T50TLK_20200810T030551_20m_stack_s256_p00304.tif,T50TLK_20200810T030551_20m_stack_maskf_s256_p00304.tif,0,sentinel_no-fire,train,1
116,sentinel,manual,T37MCM_20200823T072619_20m_stack_s256_p00311.tif,T37MCM_20200823T072619_20m_stack_maskf_s256_p00311.tif,0,sentinel_no-fire,train,1
117,sentinel,manual,T52WES_20200812T025549_20m_stack_s256_p00326.tif,T52WES_20200812T025549_20m_stack_maskf_s256_p00326.tif,0,sentinel_no-fire,train,1
118,sentinel,manual,T52LFL_20200812T013719_20m_stack_s256_p00158.tif,T52LFL_20200812T013719_20m_stack_maskf_s256_p00158.tif,0,sentinel_no-fire,train,1
119,sentinel,manual,T30PYB_20200827T102559_20m_stack_s256_p00272.tif,T30PYB_20200827T102559_20m_stack_maskf_s256_p00272.tif,0,sentinel_no-fire,train,1
120,sentinel,manual,T16SCD_20200815T162839_20m_stack_s256_p00330.tif,T16SCD_20200815T162839_20m_stack_maskf_s256_p00330.tif,0,sentinel_no-fire,train,1
121,sentinel,manual,T39TWN_20200823T072619_20m_stack_s256_p00168.tif,T39TWN_20200823T072619_20m_stack_maskf_s256_p00168.tif,0,sentinel_no-fire,train,1
122,sentinel,manual,T49WFM_20200825T035541_20m_stack_s256_p00305.tif,T49WFM_20200825T035541_20m_stack_maskf_s256_p00305.tif,0,sentinel_no-fire,train,1
123,sentinel,manual,T21WXU_20200825T153911_20m_stack_s256_p00086.tif,T21WXU_20200825T153911_20m_stack_maskf_s256_p00086.tif,0,sentinel_no-fire,train,1
124,sentinel,manual,T49WFM_20200825T035541_20m_stack_s256_p00384.tif,T49WFM_20200825T035541_20m_stack_maskf_s256_p00384.tif,0,sentinel_no-fire,train,1
125,sentinel,manual,T39UXT_20200823T072619_20m_stack_s256_p00023.tif,T39UXT_20200823T072619_20m_stack_maskf_s256_p00023.tif,0,sentinel_no-fire,train,1
126,sentinel,manual,T49WFM_20200825T035541_20m_stack_s256_p00125.tif,T49WFM_20200825T035541_20m_stack_maskf_s256_p00125.tif,0,sentinel_no-fire,train,1
127,sentinel,manual,T47RPJ_20200827T034539_20m_stack_s256_p00271.tif,T47RPJ_20200827T034539_20m_stack_maskf_s256_p00271.tif,0,sentinel_no-fire,train,1
128,sentinel,manual,T43VED_20200812T061639_20m_stack_s256_p00030.tif,T43VED_20200812T061639_20m_stack_maskf_s256_p00030.tif,0,sentinel_no-fire,train,1
129,sentinel,manual,T21LVK_20200802T141051_20m_stack_s256_p00040.tif,T21LVK_20200802T141051_20m_stack_maskf_s256_p00040.tif,0,sentinel_no-fire,train,1
130,sentinel,manual,T55HGV_20200827T000251_20m_stack_s256_p00134.tif,T55HGV_20200827T000251_20m_stack_maskf_s256_p00134.tif,0,sentinel_no-fire,train,1
131,sentinel,manual,T30PYB_20200827T102559_20m_stack_s256_p00086.tif,T30PYB_20200827T102559_20m_stack_maskf_s256_p00086.tif,0,sentinel_no-fire,train,1
132,sentinel,manual,T21WXU_20200825T153911_20m_stack_s256_p00167.tif,T21WXU_20200825T153911_20m_stack_maskf_s256_p00167.tif,0,sentinel_no-fire,train,1
133,sentinel,manual,T30PYB_20200827T102559_20m_stack_s256_p00374.tif,T30PYB_20200827T102559_20m_stack_maskf_s256_p00374.tif,0,sentinel_no-fire,train,1
134,sentinel,manual,T30SUG_20200821T105631_20m_stack_s256_p00008.tif,T30SUG_20200821T105631_20m_stack_maskf_s256_p00008.tif,0,sentinel_no-fire,train,1
135,sentinel,manual,T12TUQ_20200813T181931_20m_stack_s256_p00307.tif,T12TUQ_20200813T181931_20m_stack_maskf_s256_p00307.tif,0,sentinel_no-fire,train,1
136,sentinel,manual,T21LVK_20200802T141051_20m_stack_s256_p00136.tif,T21LVK_20200802T141051_20m_stack_maskf_s256_p00136.tif,0,sentinel_no-fire,train,1
137,sentinel,manual,T22MEA_20200806T135121_20m_stack_s256_p00025.tif,T22MEA_20200806T135121_20m_stack_maskf_s256_p00025.tif,0,sentinel_no-fire,train,1
138,sentinel,manual,T49WFM_20200825T035541_20m_stack_s256_p00122.tif,T49WFM_20200825T035541_20m_stack_maskf_s256_p00122.tif,0,sentinel_no-fire,train,1
139,sentinel,manual,T30PYB_20200827T102559_20m_stack_s256_p00008.tif,T30PYB_20200827T102559_20m_stack_maskf_s256_p00008.tif,0,sentinel_no-fire,train,1
140,sentinel,manual,T37MCM_20200823T072619_20m_stack_s256_p00222.tif,T37MCM_20200823T072619_20m_stack_maskf_s256_p00222.tif,0,sentinel_no-fire,train,1
141,sentinel,manual,T21LVK_20200802T141051_20m_stack_s256_p00180.tif,T21LVK_20200802T141051_20m_stack_maskf_s256_p00180.tif,0,sentinel_no-fire,train,1
142,sentinel,manual,T43VED_20200812T061639_20m_stack_s256_p00281.tif,T43VED_20200812T061639_20m_stack_maskf_s256_p00281.tif,0,sentinel_no-fire,train,1
143,sentinel,manual,T43VED_20200812T061639_20m_stack_s256_p00142.tif,T43VED_20200812T061639_20m_stack_maskf_s256_p00142.tif,0,sentinel_no-fire,train,1
144,sentinel,manual,T35ULR_20200821T092031_20m_stack_s256_p00432.tif,T35ULR_20200821T092031_20m_stack_maskf_s256_p00432.tif,0,sentinel_no-fire,train,1
145,sentinel,manual,T55HGV_20200827T000251_20m_stack_s256_p00313.tif,T55HGV_20200827T000251_20m_stack_maskf_s256_p00313.tif,0,sentinel_no-fire,train,1
146,sentinel,manual,T47RPJ_20200827T034539_20m_stack_s256_p00363.tif,T47RPJ_20200827T034539_20m_stack_maskf_s256_p00363.tif,0,sentinel_no-fire,train,1
147,sentinel,manual,T38SPA_20200823T072619_20m_stack_s256_p00273.tif,T38SPA_20200823T072619_20m_stack_maskf_s256_p00273.tif,0,sentinel_no-fire,train,1
148,sentinel,manual,T36LWL_20200821T073621_20m_stack_s256_p00215.tif,T36LWL_20200821T073621_20m_stack_maskf_s256_p00215.tif,0,sentinel_no-fire,train,1
149,sentinel,manual,T49WFM_20200825T035541_20m_stack_s256_p00044.tif,T49WFM_20200825T035541_20m_stack_maskf_s256_p00044.tif,0,sentinel_no-fire,train,1
150,sentinel,manual,T37TEN_20200808T081609_20m_stack_s256_p00096.tif,T37TEN_20200808T081609_20m_stack_maskf_s256_p00096.tif,0,sentinel_no-fire,train,1
151,sentinel,manual,T39TWN_20200823T072619_20m_stack_s256_p00004.tif,T39TWN_20200823T072619_20m_stack_maskf_s256_p00004.tif,0,sentinel_no-fire,train,1
152,sentinel,manual,T50TLK_20200810T030551_20m_stack_s256_p00376.tif,T50TLK_20200810T030551_20m_stack_maskf_s256_p00376.tif,0,sentinel_no-fire,train,1
153,sentinel,manual,T38SPA_20200823T072619_20m_stack_s256_p00041.tif,T38SPA_20200823T072619_20m_stack_maskf_s256_p00041.tif,0,sentinel_no-fire,train,1
154,sentinel,manual,T37TEN_20200808T081609_20m_stack_s256_p00061.tif,T37TEN_20200808T081609_20m_stack_maskf_s256_p00061.tif,0,sentinel_no-fire,train,1
155,sentinel,manual,T47RPJ_20200827T034539_20m_stack_s256_p00203.tif,T47RPJ_20200827T034539_20m_stack_maskf_s256_p00203.tif,0,sentinel_no-fire,train,1
156,sentinel,manual,T50TLK_20200810T030551_20m_stack_s256_p00254.tif,T50TLK_20200810T030551_20m_stack_maskf_s256_p00254.tif,0,sentinel_no-fire,train,1
157,sentinel,manual,T52WES_20200812T025549_20m_stack_s256_p00106.tif,T52WES_20200812T025549_20m_stack_maskf_s256_p00106.tif,0,sentinel_no-fire,train,1
